mse,mae,psnr,ssim,fid,is_mean,is_std,real_accuracy,fake_accuracy,overall_accuracy,avg_inference_time_ms,peak_memory_mb,throughput_fps,configuration,timestamp
0.04303718,0.104783885,14.519508200551162,0.6427967,162.07337089067292,2.8134358,0.2472834,0.07852531224489212,0.9797778725624084,0.5291515924036503,6.368780136108398,589.912109375,157.01594004327546,regularized,2025-09-01 01:59:11
0.042019453,0.1021016,14.608577018647724,0.64946556,inf,1.0,0.0,0.07652698457241058,0.9799279570579529,0.5282274708151817,6.280460357666016,9531.83056640625,159.22399681726935,regularized,2025-09-01 02:05:34
0.042018835,0.102101006,14.60861605357153,0.6494628,137.99238753249082,3.1975462,0.2547871,0.07649470120668411,0.9799360632896423,0.5282153822481632,2.525200843811035,593.42822265625,396.0081046427971,regularized,2025-09-01 02:30:22
0.04260584,0.103285894,14.480363498537098,0.6438002,195.4424739423991,2.5142176,0.35847256,0.07378615438938141,0.9808109402656555,0.5272985473275185,129.26575660705566,0,7.7360008268842435,regularized,2025-09-01 02:56:20
0.04260584,0.103285894,14.480363498537098,0.6438002,195.4424739423991,2.5142176,0.35847256,0.07378615438938141,0.9808109402656555,0.5272985473275185,106.39714241027832,0,9.398748663229105,regularized,2025-09-01 03:27:25
