epoch,gen_loss,disc_loss,adv_loss,l1_loss,val_gen_loss,epoch_time,gpu_memory,configuration
45,15.890704772949219,0.4650854577124119,1.578032899081707,0.14312671880424022,21.05506558227539,87.14216303825378,0.9412765502929688,standard
46,15.905222400665282,0.4554070654511452,1.6049891259074212,0.14300233286619185,22.722316299438475,86.52548265457153,0.9412765502929688,standard
47,15.787078052520751,0.4566679086685181,1.6084292295277118,0.14178648774325847,21.75309342956543,86.73699402809143,0.9412765502929688,standard
48,15.810599515914918,0.45329312500357627,1.6597329751849175,0.14150866524875164,21.890061782836913,86.40175652503967,0.9412765502929688,standard
49,15.724450532913208,0.44662610191106794,1.6590751246213913,0.14065375405550004,21.232774520874024,86.46699905395508,0.9412765502929688,standard
50,15.628774208068847,0.45222620555758475,1.6683200042247772,0.13960454224050045,23.14539469909668,86.42368292808533,0.9412765502929688,standard
51,15.675798377990724,0.44248166665434835,1.6848488059043885,0.1399094957560301,22.91090657043457,86.3156578540802,0.9412765502929688,standard
52,15.556435880661011,0.43646047496795654,1.7179172372817992,0.13838518665730953,21.00323556518555,86.52881813049316,0.9412765502929688,standard
53,15.443856969833375,0.4328000336587429,1.7254238020777701,0.13718433180451392,23.46533187866211,86.47619843482971,0.9412765502929688,standard
54,15.380871932983398,0.4326845442056656,1.7490745776295662,0.13631797344982624,21.201659790039063,86.50574278831482,0.9412765502929688,standard
55,15.484902561187743,0.4287187272906303,1.7890691692829133,0.1369583334773779,21.68418898010254,86.51182532310486,0.9412765502929688,standard
56,15.384999715805053,0.4174834983944893,1.8150298889279366,0.13569969822466374,21.593206665039062,86.31893968582153,0.9412765502929688,standard
57,15.277172887802124,0.42466203647851947,1.7860455106198787,0.13491127318143845,23.59767973327637,86.34313297271729,0.9412765502929688,standard
58,15.391635612487793,0.42018757075071334,1.8265384734869003,0.13565097150206565,22.20417237854004,86.47402930259705,0.9412765502929688,standard
59,15.279200323104858,0.4156978411078453,1.851531028151512,0.13427669274806978,21.250190017700195,86.51202869415283,0.9412765502929688,standard
60,15.31134398841858,0.40312518122792246,1.904672487050295,0.1340667151659727,22.958875259399413,86.17296481132507,0.9412765502929688,standard
